3	167	-1	
0	745	-1	
430	689	-1	
767	346	-1	
533	558	1	
330	726	-1	
6	803	-1	
980	117	-1	
866	437	-1	
562	685	1	
844	910	1	
813	884	1	
937	459	-1	
461	174	-1	
386	498	-1	
425	534	-1	
584	811	1	
374	303	-1	
312	660	-1	
414	541	-1	
685	997	1	
409	358	-1	
802	915	1	
517	341	-1	
474	736	-1	
423	708	-1	
551	55	-1	
242	424	-1	
50	776	-1	
326	436	1	
196	941	-1	
763	997	1	
549	723	1	
730	283	-1	
121	961	-1	
43	326	1	
41	740	-1	
945	216	-1	
581	850	1	
89	243	1	
227	381	1	
135	355	-1	
766	789	1	
833	355	-1	
917	311	-1	
744	761	1	
313	857	-1	
604	69	-1	
382	638	-1	
588	768	1	
629	84	-1	
280	984	-1	
738	844	1	
423	990	-1	
400	186	-1	
282	694	-1	
986	499	-1	
161	930	-1	
566	32	-1	
458	319	-1	
107	427	-1	
20	218	1	
644	658	1	
190	163	-1	
780	7	-1	
330	304	-1	
178	547	-1	
544	759	1	
831	168	-1	
713	144	-1	
182	487	1	
474	15	-1	
127	531	-1	
669	138	-1	
840	942	1	
483	723	-1	
490	945	-1	
862	259	-1	
846	849	1	
18	909	-1	
519	892	1	
348	775	-1	
39	772	-1	
218	51	-1	
603	808	1	
82	982	-1	
385	447	1	
245	261	1	
237	321	1	
467	966	-1	
449	933	-1	
260	205	-1	
559	792	1	
220	996	-1	
935	186	-1	
684	928	1	
416	911	-1	
508	841	1	
242	768	-1	
165	472	1	
202	802	-1	
418	379	-1	
769	777	1	
639	892	1	
161	171	-1	
940	963	1	
773	991	1	
236	434	1	
879	968	1	
28	325	1	
360	118	-1	
684	60	-1	
148	428	-1	
75	485	1	
152	708	-1	
552	897	1	
20	566	-1	
170	826	-1	
702	980	1	
123	985	-1	
472	913	-1	
204	572	-1	
666	920	1	
201	825	-1	
141	16	-1	
194	883	-1	
352	713	-1	
520	747	1	
17	988	-1	
644	259	-1	
825	913	1	
519	942	1	
368	564	-1	
132	299	1	
99	426	1	
837	57	-1	
172	313	1	
53	983	-1	
802	896	1	
206	226	1	
377	814	-1	
481	12	-1	
184	920	-1	
654	257	-1	
655	877	1	
169	888	-1	
280	809	-1	
417	512	-1	
575	826	1	
710	326	-1	
476	840	-1	
204	787	-1	
679	362	-1	
10	219	1	
181	402	-1	
391	917	-1	
622	870	1	
575	650	1	
154	415	1	
297	617	-1	
255	244	-1	
127	770	-1	
580	781	1	
33	495	-1	
145	634	-1	
523	248	-1	
702	709	1	
611	654	1	
255	337	-1	
726	13	-1	
145	926	-1	
598	79	-1	
29	517	-1	
513	189	-1	
121	935	-1	
107	614	-1	
708	482	-1	
552	984	1	
471	427	-1	
642	860	1	
765	842	1	
699	771	1	
660	672	1	
463	358	-1	
139	163	1	
207	670	-1	
131	52	-1	
794	266	-1	
881	101	-1	
558	961	1	
546	671	1	
385	742	-1	
251	304	-1	
347	913	-1	
943	231	-1	
1	435	1	
295	470	1	
258	760	-1	
140	809	-1	
19	206	-1	
338	808	-1	
686	772	1	
33	587	-1	
831	869	1	
689	43	-1	
643	28	-1	
313	903	-1	
493	995	-1	
715	989	1	
655	176	-1	
401	500	-1	
254	777	-1	
744	901	1	
438	544	-1	
72	7	-1	
190	598	-1	
627	753	1	
334	530	-1	
662	699	1	
300	289	-1	
242	886	-1	
6	96	1	
331	403	-1	
819	974	1	
457	668	-1	
279	610	-1	
197	188	-1	
942	267	-1	
66	43	-1	
93	211	1	
789	906	1	
638	52	-1	
255	445	1	
269	982	-1	
905	216	-1	
106	335	1	
581	876	1	
41	154	-1	
393	622	-1	
107	190	1	
622	718	1	
759	75	-1	
334	471	1	
471	763	-1	
556	398	-1	
451	768	-1	
880	174	-1	
587	800	1	
361	804	-1	
733	138	-1	
814	917	1	
21	703	-1	
96	194	1	
29	738	-1	
330	688	-1	
181	541	-1	
9	174	-1	
240	51	-1	
280	460	1	
987	101	-1	
342	389	-1	
279	760	-1	
344	880	-1	
579	259	-1	
395	407	-1	
107	901	-1	
610	748	1	
592	863	1	
919	285	-1	
463	129	-1	
416	319	-1	
120	506	-1	
145	569	-1	
98	656	-1	
519	492	-1	
659	777	1	
199	991	-1	
356	830	-1	
247	576	-1	
4	885	-1	
393	16	-1	
76	932	-1	
576	15	-1	
721	839	1	
716	895	1	
68	124	-1	
270	139	-1	
331	392	1	
808	337	-1	
840	964	1	
443	954	-1	
981	137	-1	
121	165	1	
164	703	-1	
297	646	-1	
605	431	-1	
606	811	1	
284	69	-1	
89	232	1	
910	917	1	
211	613	-1	
381	486	1	
575	705	1	
190	377	1	
533	701	1	
500	696	1	
323	757	-1	
842	932	1	
133	204	1	
909	491	-1	
275	412	1	
25	490	1	
810	60	-1	
121	714	-1	
728	774	1	
93	575	-1	
629	314	-1	
47	654	-1	
520	869	1	
651	174	-1	
94	312	1	
939	43	-1	
517	721	1	
442	981	-1	
978	980	1	
567	777	1	
349	532	-1	
552	785	1	
213	371	1	
635	285	-1	
821	970	1	
793	478	-1	
367	289	-1	
533	415	-1	
605	751	1	
284	746	-1	
396	935	-1	
739	966	1	
149	711	-1	
198	503	-1	
404	478	-1	
3	976	-1	
563	750	1	
429	493	1	
24	776	-1	
680	73	-1	
492	495	1	
338	358	-1	
26	864	-1	
904	57	-1	
141	822	-1	
663	434	-1	
511	644	1	
560	565	1	
593	762	1	
518	567	1	
487	166	-1	
622	906	1	
115	689	-1	
3	139	-1	
72	761	-1	
698	971	1	
112	192	1	
145	129	-1	
430	555	-1	
809	869	1	
21	698	-1	
272	821	-1	
172	860	-1	
231	355	1	
638	462	-1	
253	459	-1	
756	773	1	
450	969	-1	
712	792	1	
247	528	-1	
37	694	-1	
443	885	-1	
173	455	-1	
626	480	-1	
650	798	1	
242	524	-1	
169	336	1	
690	900	1	
625	823	1	
582	743	1	
157	788	-1	
148	616	-1	
741	491	-1	
460	813	-1	
636	405	-1	
634	816	1	
357	605	-1	
737	950	1	
357	177	-1	
156	862	-1	
61	482	-1	
914	441	-1	
773	941	1	
700	436	-1	
240	795	-1	
242	736	-1	
638	660	1	
515	206	-1	
528	576	1	
678	752	1	
959	485	-1	
288	511	-1	
323	398	-1	
890	924	1	
364	704	-1	
128	138	1	
410	433	1	
374	892	-1	
578	177	-1	
747	485	-1	
948	105	-1	
618	825	1	
484	638	-1	
399	990	-1	
821	441	-1	
493	257	-1	
714	30	-1	
62	55	-1	
630	137	-1	
310	389	1	
946	128	-1	
82	192	1	
282	647	-1	
2	354	1	
896	403	-1	
589	383	-1	
738	770	1	
483	936	-1	
370	558	-1	
542	738	1	
967	155	-1	
347	799	-1	
235	600	-1	
920	92	-1	
41	185	1	
534	821	1	
103	425	1	
91	124	-1	
140	445	1	
313	612	-1	
509	586	1	
865	163	-1	
175	915	-1	
164	638	-1	
65	595	-1	
468	491	-1	
909	982	1	
983	405	-1	
396	888	-1	
352	855	-1	
158	295	-1	
382	561	-1	
200	816	-1	
821	958	1	
838	332	-1	
116	31	-1	
141	406	1	
634	81	-1	
131	783	-1	
430	528	-1	
735	358	-1	
5	514	-1	
610	722	1	
430	813	-1	
345	900	-1	
869	188	-1	
312	543	-1	
650	452	-1	
327	627	-1	
62	352	1	
334	997	-1	
756	953	1	
638	837	1	
225	310	-1	
338	640	-1	
133	756	-1	
866	870	1	
851	176	-1	
411	480	-1	
991	499	-1	
735	309	-1	
426	915	-1	
736	956	1	
122	473	-1	
268	365	-1	
879	128	-1	
811	16	-1	
531	762	1	
234	550	-1	
512	667	1	
597	921	1	
497	569	-1	
314	491	1	
679	498	-1	
287	697	-1	
213	331	1	
573	205	-1	
127	901	-1	
946	473	-1	
27	298	1	
165	847	-1	
934	248	-1	
282	303	-1	
739	499	-1	
131	694	-1	
20	423	1	
548	376	-1	
580	704	1	
804	101	-1	
56	585	-1	
401	458	1	
487	105	-1	
6	642	-1	
571	930	1	
149	365	-1	
115	431	-1	
788	963	1	
132	752	-1	
748	934	1	
9	167	-1	
318	636	-1	
519	937	1	
57	186	1	
36	900	-1	
467	1	-1	
62	99	1	
630	129	-1	
20	332	-1	
62	805	-1	
239	494	-1	
477	524	-1	
461	755	-1	
182	878	-1	
292	644	-1	
225	389	-1	
165	878	-1	
580	92	-1	
928	948	1	
562	854	1	
135	303	-1	
107	506	-1	
409	319	-1	
588	174	-1	
298	355	-1	
271	329	-1	
165	166	-1	
651	222	-1	
966	402	-1	
331	532	-1	
809	914	1	
520	230	-1	
284	477	1	
165	801	-1	
644	665	1	
85	79	-1	
293	718	-1	
785	902	1	
400	669	-1	
640	660	1	
537	702	1	
575	712	1	
749	852	1	
61	857	-1	
5	320	1	
487	884	-1	
229	702	-1	
96	543	-1	
933	982	1	
336	52	-1	
367	632	-1	
842	278	-1	
854	473	-1	
439	570	-1	
339	486	1	
182	357	1	
345	875	-1	
643	836	1	
302	623	-1	
640	52	-1	
511	283	-1	
854	28	-1	
51	499	1	
687	792	1	
788	150	-1	
906	261	-1	
100	986	-1	
239	254	1	
336	805	-1	
113	466	1	
572	810	1	
607	63	-1	
178	825	-1	
574	228	-1	
50	506	-1	
696	428	-1	
18	619	-1	
607	640	1	
671	206	-1	
6	575	-1	
442	729	-1	
214	517	-1	
760	783	1	
231	376	1	
361	823	-1	
184	820	-1	
610	187	-1	
454	673	-1	
623	228	-1	
663	274	-1	
545	847	1	
526	733	1	
734	16	-1	
579	492	-1	
561	595	1	
364	391	1	
908	462	-1	
426	465	1	
960	372	-1	
100	168	-1	
533	662	1	
673	785	1	
61	439	1	
750	365	-1	
393	738	-1	
19	926	-1	
95	262	1	
798	814	1	
668	688	1	
486	601	-1	
507	303	-1	
527	900	1	
256	771	-1	
944	44	-1	
509	643	1	
570	893	1	
234	318	1	
390	378	-1	
232	322	1	
6	842	-1	
234	637	-1	
102	730	-1	
706	947	1	
753	810	1	
535	760	1	
447	964	-1	
856	936	1	
18	436	-1	
863	956	1	
675	177	-1	
371	998	-1	
515	632	1	
156	462	-1	
874	968	1	
25	382	1	
824	900	1	
366	191	-1	
3	772	-1	
749	177	-1	
302	619	-1	
564	384	-1	
420	244	-1	
516	633	1	
585	979	1	
614	655	1	
454	781	-1	
974	30	-1	
173	713	-1	
770	359	-1	
356	744	-1	
521	43	-1	
944	80	-1	
765	84	-1	
916	283	-1	
486	8	-1	
202	646	-1	
91	896	-1	
87	69	-1	
513	864	1	
572	64	-1	
411	775	-1	
550	554	1	
593	741	1	
351	325	-1	
33	317	1	
231	389	1	
609	206	-1	
413	296	-1	
219	816	-1	
469	427	-1	
